Date,nps,ComoMejorar
29/03/2023 01:19,1,"todo, el servicio es pesimo. tarde 3 horas para realizar este cambio"
29/03/2023 01:01,7,"Al hacer el pago me rebotó 4 veces el pago con una tarjeta, tuve que usar otra. Estaría bien que dijeran el motivo por el cual no se puede hacer el pago, y así no hacer tantos intentos."
29/03/2023 00:59,8,HACER CHECK CON MAS TIEMPO Y DAR EL SALDO CORRECTO DEL VUELO YA CON TODOS LOS IMPUESTOS INCLUIDOS Y EL EQUIPAJE TAMBIEN
29/03/2023 00:44,0,sin cancelar lugares
29/03/2023 00:22,0,NO VEO JUSTO QUE ME VUELVAN A COBRAR LOS ASIENTOS QUE PAGUÉ POR CAMBIO DE VUELO Y NO VEO JUSTO QUE DIGA QUE TIENES 3 CAMBIOS DE VUELO CUANDO NO ES VERDAD
28/03/2023 23:07,8,no era muy claro los cargos que se generarían por el cambio de fecha
28/03/2023 23:05,8,mejorando los precios
28/03/2023 22:17,0,"Al momento de querer comprar 5 kg de mas me rechazaron el pago por lo cual no lleve esos kg de mas, y ahora para el regreso no me dejan hacer check in sin antes pagarlos, literalmente me robaron."
28/03/2023 21:43,7,no le entendia
28/03/2023 20:41,3,SE CONGELA LA PAGINA TUVE QUE HACER EL CAMBIO COMO 6 VECES HASTA QUE ME ACEPTARA  EL PAGO POR TELEFONO NO CONTESTAN
28/03/2023 20:39,8,gracias
28/03/2023 19:27,7,La página no funciona en algunos navegadores
28/03/2023 19:12,8,bien
28/03/2023 19:06,5,es muy confuso
28/03/2023 18:36,5,CUNDO RESERVAS TE DICEN QUE PUEDES HACER HASRA 3 VECES CAMBIOS GRATIS Y RESULTA QUE TE COBRAN UN MONTON
28/03/2023 17:30,1,Tardan mucho en resolverme las cosas y me cambian los vuelos a cada rato.
28/03/2023 16:28,8,QUE SEA MAS AGIL LA PLATAFORMA
28/03/2023 16:03,8,No entendí los cargos adicionales ya que se supone que solo te cobran cambio de tarifa
28/03/2023 15:53,5,"el servicio al cliente por telefono, duré 1 hora en el telefono."
28/03/2023 15:52,8,NO SE
28/03/2023 15:35,2,"No es posible que sigan anteponiendo sus ganancias al servicio. Viajar con menores implica que un adulto vaya junto al niño, y aun cuando hay mucho espacio en el vuelo no son capaces de acomodar al menos a un adulto junto por su sistema. Son un asco, pero es la aerolínea más barata y por eso tristemente lo seguimos usando."
28/03/2023 15:27,8,"no cobrar cargos extra por cambios, solo la diferencia de tarifa"
28/03/2023 15:22,2,VIVA FAN NO PUEDE HACER CAMBIOS
28/03/2023 15:13,1,el sitio no permite pagos con tarjeta de credito
28/03/2023 08:35,2,precios muy altos por agregar equipaje
28/03/2023 05:39,6,MUY CONFUSO SU TUA
28/03/2023 05:28,0,No cobrando de mas en ciertas cosas
28/03/2023 03:35,8,Es muy facil reservar un vuelo con ustedes
28/03/2023 03:11,8,Con información más rápida por teléfono
28/03/2023 01:54,0,No veo la opción de cambio de adulto a menor
28/03/2023 01:38,3,No puede ser que compre un vuelo y al hacer el Chek In me cobren por el asiento.
27/03/2023 23:13,5,mejor poner la tarifa ya sin estar poniendo extra de todo
27/03/2023 22:23,7,en todo
27/03/2023 21:12,1,"ES NECESARIO EXPLICAR QUE CARGOS SE HARAN, COMO  LA ASIGANACION DE ASIENTOS Y EL TUA, TUVE QUE ESTAR LLAMANDO A VIVA AEROBUS"
27/03/2023 21:02,2,Difficult to find United Kingdom  from countries list
27/03/2023 17:56,3,"No cambiando sin previo aviso y/o autorización los horarios de los vuelos. Eso afecta mucho. Justifican con que es menor a 4 horas pero hace los cambios varias veces de manera que de 3 o 3  no parezca pero en realidad sí los mueven por más de 4 horas. Mover un vuelo por más de 6 horas sí es una gran afectación y se pasan sus propias reglas (términos y condiciones) por el arco del triunfo. En realidad cuento con comprobantes y podría ir a PROFECO, dejo pasar esta ocasión sin embargo me sirve para tener un historial."
27/03/2023 17:03,0,"Me llegó una promoción a mi correo para ahorrar en varios servicios entre ellos equipaje documentando. A los 30 minutos de que me llegó, entré a la página (dando click en el enlace) la promoción no me aparecía. Llamé al call center que viene en el correo pero como siempre son ineficientes al 100%, me dicen que ellos solo son centro de venta y sin enbargo en la página te dirigen, para cualquier problema, a ese teléfono. En fin, siempre es imposible solucionar nada con VivA Aerobus."
27/03/2023 16:59,0,COBRAN MUCHO POR UN ERROR COMO CAMBIAR EL APELLIDO DEL PASAJERO.
27/03/2023 16:40,8,"CUnicamente cambié de dia de vuelo, mi reservación original la hice con la protección de hasta tres cambios gratuitos, me dicen que solo hay cobro si existe diferencia en el precio del vuelo y en realidad no lo había. Sin embargo, me volvieron a cobrar la protección del paquete y eso me molesta mucho. En lugar de pagar solo la diferencia que seria de unos pesos acabé pagando $1,300."
27/03/2023 15:23,2,Hacer pagos por servicios adicionales siempre me ha resultado una pesadill por los rechazos constantes a mis metodos de pago
27/03/2023 14:35,8,al comprar paquete no lo pude hacer en su sitio
27/03/2023 07:12,5,.
27/03/2023 05:41,2,"Al agregar una maleta adicional de equipaje, el sistema me daba un precio erróneo por la maleta, por alguna razón decía el doble del precio, en la pagina final el precio estaba correcto. Yo también programo, y creo que hay muchos bugs en la lógica frontal."
27/03/2023 03:44,8,sin comentarios
27/03/2023 03:03,0,Siempre tengo problemas para pagar
27/03/2023 02:52,7,no contestan en call center por una hora
27/03/2023 01:27,8,"Hasta el día de hoy eran muy recomendables, no pudieron ayudarme con una cancelación de vuelo"
26/03/2023 23:45,8,detallar correctamente los pagos en la app
26/03/2023 23:16,8,no subir tan repentinamente los costos
26/03/2023 23:05,8,No cobrando por cambios tal y como dice en plataforma
26/03/2023 21:33,7,No subir tanto los precios con los cambios
26/03/2023 21:30,8,"Al comprar el vuelo,establece que tienes un cambio gratis, lo que no es verdad ya que cobran el vuelo en su totalidad"
26/03/2023 20:32,0,es un fraude que te  cobren por cambiar una letra de un nombre
26/03/2023 19:44,8,HACERLO MAS SENCILLO
26/03/2023 19:19,8,la terminal de pago por tarjeta en la app declina todo el tiempo. mejórenla.
26/03/2023 18:18,5,Navigation for payment was difficult and should be very very easy
26/03/2023 17:25,8,Necesitas hacer en Ingles.
26/03/2023 09:15,0,No hacer forzoso el COBRO DE ASIENTO
26/03/2023 09:04,0,"Pésimo servicio de atencion a cliente, el personal no está capacitado y te cuelga la llamada cuando no sabe responder a tus dudas. son un asco."
26/03/2023 04:58,3,"el costo de 420 que originalmente indició cuando seleccioné no fue el que me cobraron al final, que fue de 536, mas del 20% de incremento que no supe porque se cobró así, ojalá lo mejoren"
26/03/2023 03:04,5,no cobrar por todo
25/03/2023 22:35,5,ME ESTAN COBRANDO ASIENTO Y N O PUEDO ELEGIRLO
25/03/2023 21:43,7,"al hacer el aumento de mi equipaje, primero me salio una cantidad superior y tuve q volver a entrar a la pagina"
25/03/2023 21:21,0,"en todopésima atención en call center, Gabriela Alemán persona burlona, sarcástica y grosera que No resuelveVuelo sobrevendido"
25/03/2023 19:30,0,"Es engañosa la forma de dividir en 2 los pagos.Por favor, coloquen un solo monto y no lo hagan tan complejo.Cuando lleguen otras opciones, sus clientes recordaran que les tomaron el pelo.No es honesto, para una persona como yo, tal vez no les interese mucho, pero si me dicen un precio y después resulta que es más por que la TUA o etc... eso es deshonesto.Integren un solo precio, si quieren desglósenlo, pero por que estar haciendo más de un pago para lo mismo."
25/03/2023 19:09,1,No se seleccionaron los asientos como lo indique en la primera reservación.
25/03/2023 18:41,8,Poder cambiar la cantidad y tipo de maletas si deseamos al retorno
25/03/2023 18:20,5,Opción de cancelación en linea
25/03/2023 17:56,5,Directamente mejores explicaciones al los cambios de reserva
25/03/2023 16:04,8,"EN LA ATENCION TELEFONICA, ES MUY TARDADA, NO TOMAN LAS LLAMADAS Y CUANDO LO HACEN ABUSAN DE LA CONFIANZA COBRANDO EXAGERADO"
25/03/2023 15:31,4,Deben de considerar que los mejores pueden cambiar su tipo de modalidad de vuelo que no debe de ser el mismos que el de los adutos
25/03/2023 15:20,0,"Pesimo servicio , vuelven a cobrar el combo y ademas si uno no toma los asientos que uds aleatoriamente asignan en la reserva, la pagina no avanza, que pena y pesimo servicio, ultima vez que volamos coin uds"
25/03/2023 09:22,0,YO PAGUE POR CAMBIO DE VUELO Y TUVE QUE PAGAR CASI OTRO VUELO
25/03/2023 05:33,0,no serrvia la pagina
25/03/2023 05:25,7,EL PRECIO SUBIO SUBSTANCIALMENTE
25/03/2023 05:25,8,QUE NO COBREN EL CAMBIO DE ASIENTO
25/03/2023 02:33,0,respondiendo y resolviendo
24/03/2023 23:34,5,"Se suponía que tenía 1 cambio incluido, sin embargo al hacer mi cambio no me lo hicieron efectivo y me cobraron el vuelo prácticamente como nuevo."
24/03/2023 23:20,3,"Que dejen de poner tantas trabas con los cupones que dan pues tengo uno y no lo pude disfrutar con mi familia gracias a sus políticas, ustedes cambiaron mi vuelo a su conveniencia y no hubo ninguna opción, yo tuve que cambiar mis planes por su cambio de vuelo"
24/03/2023 20:23,0,"Siempre tengo problemas con los pagos, tengo que hacer muchos intentos para que me los acepté,se bugea la página seguido; agregué una maleta de mano extra, pero como no pasó el pago, la quité para aguilizar el check in, después de quitarla me siguió apareciendo el costo de esa maleta, y no pude hacer el check in, al agregarla de nuevo la maleta al día siguiente me apareció dos veces el pago"
24/03/2023 19:14,7,SOBRA INFORMACIÓN
24/03/2023 17:01,2,demasiados pasos y cobros sin sentido
24/03/2023 15:04,0,"ENGAÑAN CON EL PRECIO QUE SE ESCOGE, ME PUSIERON UN PRECIO DE 1370 Y AL FINAL ME COBRARON CASI 1500 PESOS SIN JUSTIFICACIÒN NI EXPLICACIÒN DEL AUMENTO DE TARIFA"
24/03/2023 14:25,0,"La aplicacion no permite pagar la Tua, mi tarjeta fue declined 3 veces."
24/03/2023 13:34,7,costo
24/03/2023 10:54,8,no debería existir esta política de compra por separado
24/03/2023 06:37,7,Menos pasos
24/03/2023 06:00,7,.
24/03/2023 04:49,8,activando los pagos con tarjetas de USA
24/03/2023 04:38,4,El link que me mandaron al correo no funcionaba
24/03/2023 03:06,2,Tengo derecho a un cambio de vuelo gratis y me lo cobran aun asi
24/03/2023 03:06,8,"FACILITANDO EL LLENADO DE CELDAS, ACLARANDO INFORMACIÓN"
24/03/2023 02:25,1,"No contestan vía telefónica, pésimo servicio"
24/03/2023 02:04,0,Volaris por el cambio  de apellidos son 499 solo cambie el apellido por un error de auto llenado y esta pésimo
24/03/2023 01:45,0,seleccione el vuelo correcto y cuando termine de pagar me llego un boleto con dia de viaje diferente considero que sufri un robo de su empresa agradezco atencion al tema
24/03/2023 01:33,0,"Cobran los asientos al realizar el cambio de vuelo, cuando esos ya estaban pagados con anterioridad, agregan demasiado a los impuestos y a parte el TUA. Pésimo servicio."
24/03/2023 01:27,6,Dicen que hay tres cambios gratuitos y al final hacer pagar igualmente; eso es un engaño.
24/03/2023 01:06,8,"mi nombre es fernando , lo unico que no me gusto de este proseso es que la pagina te obliga a comprar tu boleto de lo demas  esta muy facil"
24/03/2023 00:09,6,"No me gusta que cobren por asientoY aún cuando no lo elijo yo, me cobranEs una estupidez"
23/03/2023 23:50,0,estoy cambiando mi vuelo y no me descuenta lo que ya había pagado anteriormente. o no lo explica bien lo que estoy pagando en el total.
23/03/2023 23:20,8,"No me dejó agregar equipaje adicional y desconozco la razón. Y no funciona la app del celular, tuve que hacerlo en computadora."
23/03/2023 23:12,0,"Ustedes promueven, que comprando modalidad SMART no hay cargos en el cambio de vuelo si las tarifas no son distintas, en este cambio no había cambio a mi favor y me cobraron. No lo recomendaría"
23/03/2023 20:22,0,es complicado para hacer un cambio
23/03/2023 19:17,8,Asientos mas comodos
23/03/2023 16:40,8,LA PAGINA TE LLEVA A MUCHOS PAGOS NO DESEADOS
23/03/2023 16:40,0,"Es lamentable que cuando uno hace el ckeckin automáticamente sin autorización del cliente, le cobren un asiento que nunca elegí ni tampoco autoricé, y esa plataforma tiene que ser revisada por la autoridad competente por los abusos excesivos en los que caen vivaaerobus. Me ví obligado a pagar la diferencia ante el abuso de haberlo cobrado y asignarme un asiento que no elegí, ya que la ley de aviación civil establece que es obligación de la aerolínea asignar un lugar al pasajero sin costo alguno. Por tanto tendré que meter una queja a profeco o a sct, porque no es justo."
23/03/2023 16:09,7,El website es muy confuso
23/03/2023 16:01,8,NO COMENTARIOS
23/03/2023 15:25,1,poder cambiar los vuelos sin tener que pagar dos veces los asientos o sin tener que escoger asiento
23/03/2023 15:22,8,"no mover los vuelos ya seleccionados, causa mucho problema de planeacion ya realizada."
23/03/2023 15:14,1,"Esta terrible, tardé 2 días y 4 intentos, De cajon quieren volver a usar el TUA ycuando llamas al call center querían cobrar 2500 pesos por el cambio."
23/03/2023 14:22,3,"Tuve muchos problemas para hacer el cambio de vuelo. Llamé y me tuvieron MÁS DE 1 HORA esperando a que alguien me contestara, cosa que nunca pasó. Tuve que reiniciar todo mi sistema para que me dejara hacer el cambio tanto de vuelo como de equipaje."
23/03/2023 07:47,5,Muy caro todo
23/03/2023 05:53,1,Vayanse a la verga no me dejaron quitar el asiento
23/03/2023 05:32,5,Muy lento y cambios en las tarifas
23/03/2023 05:09,7,QUITAR COSTOS POR CORRECCIONES EN NOMBRES DE LOS PASAJEROS
23/03/2023 04:45,0,"si es gratis el cambio no deberian cobrar cosas ""extras"""
23/03/2023 04:45,0,todo
23/03/2023 03:57,8,contestar las llamadas por telefono para consultar las dudas que tenemos con un agente directo
23/03/2023 03:16,8,mejorar dinamismo en plataforma
23/03/2023 03:12,2,reembolsar los ajustes de precio
23/03/2023 02:26,5,"ES MUY LENTA LA PLATFORMA, TE ENRREDAN OFRECIENDOTE TANTOS SERVICIOS"
23/03/2023 02:22,3,"Revisar la forma de cambio porque me arrojaba error siempre, tuve qu ehacer el cambio y me arrojo error y me meti al carrito y fue la unica forma para poder realizarlo pero no hay alguna pisto o algo para saber que hacer"
23/03/2023 02:21,8,"no podia hacerlo tarde mucho varios dias intentandolo  y llame y no pude hacer el cambio estaba desesperada ya lo inba dejar perder mi vuelo estaba triste"
23/03/2023 02:15,5,"El total no siempre suma bien, hay que refrescar la pagina varias veces para que salga la suma correcta, varias veces agrega el seguro de viaje automaticamente, lo cual es extremadamente molesto y da la sensacion de que me estan robando"
23/03/2023 02:04,3,demasiado lento y con errores
23/03/2023 01:54,1,"En linea no logre hacer el cambio, tuve que hablar al contacto telefonico y tarde mas de un ahora en espera de que me contestara un agente, tuve que hablar desde otro telefono a la opcion de compra de vuelos, no cambios y alguien me atendio mas rapido."
23/03/2023 01:18,0,"LLAMADAS NUNCA CONTESTAN Y TAMPOCO DAN OPCION DE CANCELACION, GUARDE EL ASIENTO Y AL HACER CHECK IN AHORA RESULTA QUE NO TENGO ASIENTO DE UNA RESERVA, PESE A QUE YA ME COBRARON"
22/03/2023 23:51,0,"atencion a clientes es una porqueriani call centerni whatsapp DENUNCIO A SAUL Y NELLIE DE SERVICIO DE WHATSAPPDENUNCIO A JUAN SALAZAR DE CALL CENTER"
22/03/2023 21:34,6,"El precio del equipaje van incrementando con los días, y deberían siempre tener meses sin intereses."
22/03/2023 21:25,8,"ME RESULTO COMPLICADO LO DEL TUA, EL QUE LO COBRARAN APARTE. YO PENSE QUE EL IMPORTE PAGADO INICIALMENTE ERA EL FINAL Y TERMINE PAGANDO MAS QUE EN OTRA AEROLINEA."
22/03/2023 21:15,7,"Compre mediante la tarjeta HSBC Viva Plus y al querer hacer un cambio de vuelo me hace el cargo por los adicionales que se ofrecen sin costo, y no hay forma de removerlos."
22/03/2023 19:49,0,"porque cobran de nuevo algo de tua??  es un robo, pésimo servicio"
22/03/2023 19:01,0,EXTREMADAMENTE MOLESTOque cobren por estar juntos en una reserva de mas de una persona... sientenos donde quieran pero juntos..... o cobren 20 pesos por asiento y vn a ver como todos pagan sus asientos y no tienen problemas EN CADA VUELO EN MOSTRADOR de gente peleando por esas razones... NO ES UN MERCADO hasta el cine te da lugar asignado no manchen...
22/03/2023 18:53,5,no me dejo aplicar los descuento de viva fan que tengo contratado
22/03/2023 17:55,7,"en la app quise pagar 2 veces mi asiento y no se pudo, cada vez que lo intentaba iban subiendo el precio, al parecer es su estrategia para cobrar mas, empece con un costo de 250 por asiento y acabe en 357, no se vale"
22/03/2023 17:19,0,"su pág. no funciona, como usuario no podemos realizar cambios ya que si tenemos una tarifa light nos baja en automático a una zero, osea por hacer un cambio nos bajan los beneficios que ya se habían comprado al inicio y tenemos que llamar a su call center que aquí te cobran un costo administrativo y una diferencia de tarifa (te vuelven a cobrar los beneficios a tarifa zero, te vuelven a cobrar los impuestos). Supuestamente la Supervisora Noemi me atendió pero no resolvió nada. Su respuesta es que si quiero que espere a que arreglen su pág y no sabe cuando quedará. Soluciones Soluciones por favor !!!!"
22/03/2023 15:00,1,"Cuando selecciono el vuelo no me deja avanzar por que quiere cambiar el tipo de combo, entonces en lugar de continuar tu tienes que seleccionar a donde te quieres ir ahora, yo me fui directo a la ventana de Pago, PESIMA PAGINA YO LA PUEDO HACER MEJOR"
22/03/2023 14:52,0,NO SOBREVENDIENDO VUELOS Y DEJANDO ASIENTOS PARA AQUELLOS QUE YA PAGARON SU VUELO Y TIENEN QUE AGREGAR 500 PESOS MAS POR EL ASIENTO.
22/03/2023 07:19,4,Esta muy caro
22/03/2023 06:41,5,"CAMBIE UNA LETRA EN EL NOMBRE Y ME COSTO 500 BPOR CADA SEGMENTO, NONLE PIERDEN?"
22/03/2023 05:55,0,"No pude hacer el cambio de vuelo directo en la página ni en la aplicación. Tuve que llamar y cortaron la llamada 5 veces, 5 llamadas distintas con su correspondiente tiempo de espera para lograr el cambio. 3 horas y media sin parar de llamar."
22/03/2023 05:45,0,No puedo cambiar la ruta
22/03/2023 04:20,8,"nada, todo bien"
22/03/2023 03:58,0,"POR TODO TE COBRAN, AHORA POR SELECCION DE ASIENTO TAMBIEN TUVE QUE PAGAR, PESIMO SERVICIO"
22/03/2023 01:41,5,CALL CENTER MUY MAL
22/03/2023 01:34,0,Agregar el TUA al precio inicial.
22/03/2023 00:10,5,"Intenté hacer un cambio de vuelo (incluido in mi paquete light) el cambio no implicaba ningun cargo ya que era un vuelo mas barato al que tenía ya pagado por completo (es decir, perdí dinero en el cambio) pero nunca me dejó confirmar el nuevo vuelo, no fue hasta que no incluí un servicio adicional que me hacía pagar una pequeña diferencia (pero a fin de cuentas pagar algo) que me dejó confirmar los cambios."
21/03/2023 23:52,3,La funcion de pagar con la tarjeta guardada no funciona
21/03/2023 23:21,0,"No respetan los pagos hechos por asientos en vuelos pasados, y obligan a pagar por asientos en los cambios de vuelo. Por otro lado, el servicio por teléfono es muy malo y extremadamente caro. No sirve la página de internet y no permite cambiar de destino"
21/03/2023 22:50,7,Los pagos para equipaje extra son una pesadilla
21/03/2023 22:25,8,Puede ser más facil
21/03/2023 21:23,2,"Obligatoriamente tienen que cobrar algo. No me permitían hacer el cambio sin elegir asiento, a huevo tuve que elegir asiento para que lo permitieran. Son un fraude como todas aerolíneas, eso es lo que tienen que mejorar y debe regular el estado."
21/03/2023 21:09,5,"No deberían cobrar por seleccionar un asiento, o porque venden el boleto sin tener asiento asignado?  =( =( =( =( =("
21/03/2023 20:36,0,"es un robo, presentan informacion fragmentaria lo que implica vuelos costosos"
21/03/2023 20:20,0,errores continuos en la pagina
21/03/2023 19:58,8,Bajando los precios de los asientos
21/03/2023 19:45,0,son pesimos
21/03/2023 19:40,8,SIGAN ASI
21/03/2023 18:33,0,No cobrar por literalmente todo.
21/03/2023 17:59,3,demasiados pasos y poco claro
21/03/2023 17:47,8,desde la pantalla de inicio poder seleccionar el servicio adicional que uno requiera
21/03/2023 17:24,7,no contestan llamadas correos ni whatsapp para aclaraciones
21/03/2023 17:17,1,La página no responde en Firefox
21/03/2023 17:06,0,No acepta pagos por la app
21/03/2023 06:03,0,Me están cobrando maleta adicional cuando en otras aerolíneas es algo incluido en el costo del boleto.
21/03/2023 04:23,6,"Son demasiados, cargos y extras para entender que se esta pagando."
21/03/2023 03:29,4,"muy complicado el proceso y falta especificar información durante el proceso de compra, no especifica los puntos"
21/03/2023 03:28,0,Se traba su website
21/03/2023 02:57,8,"Tener mas opciones de cambios, ya que me movieron los vuelos."
21/03/2023 02:20,6,poniendo los asientos juntos ya que normalmente se viaja en familia
21/03/2023 01:27,7,No me quedo muy claro si tengo el plan smart porque si se generan pagos por cambios.
21/03/2023 00:18,8,PODER PAGAR LA TUA APARTE CON DOTERS
20/03/2023 22:12,8,Debería ser más intuitivo
20/03/2023 20:20,1,atencion personalizada
20/03/2023 20:07,5,"Que no se cobre dos veces la selección de asientos cuando hay cambio de vuelo, pues ya habíamos pagado una selección (que no se usò) y tuvimos que pagar de nuevo."
20/03/2023 20:00,7,NO ME CAMBIES LAS FECHAS Y HORARIOS DEL VUELO
20/03/2023 19:04,0,me cobraron los asientos
20/03/2023 17:15,0,demasiados cargos a las cambios
20/03/2023 16:59,1,Es horrible
20/03/2023 16:49,0,no funciona en chrome
20/03/2023 15:09,8,Marca muchos errores no deja seleccionar
20/03/2023 03:12,4,Se trabo la pagina y se compro el boleto en fecha distinta a la planeada me he tratado comunicarme con la aerolínea y no hay resultados
20/03/2023 00:18,8,QUE SEAN CLARAS LAS INSTRUCCIONES POR QUE POR MOMENTO NO LOGRAS IDENTIFICAR LO QUE TIENES QUE IDENTIFICAR
19/03/2023 23:28,6,"ASI COMO CONFIRMAN LAS MEJORAS ,DEBERÍAN PONER VENTANAS DE LA RESERVACIÓN PARA IR CONFIRMANDO FECHAS Y HORARIOS"
19/03/2023 21:23,0,no me deja pagar con tarjeta
19/03/2023 20:49,6,.
19/03/2023 20:38,5,deberian de considerar el no cobrar excedente si ya se tiene una reservacion por el cambio de fecha
19/03/2023 19:16,8,veo mal que nos obligan a pagar la selección de asiento cuando no es de mi interés
19/03/2023 16:53,5,MIENTEN
19/03/2023 03:33,1,"No hay modo de que mejoren, simplemente son la peor aerolínea en la que he viajado."
19/03/2023 03:02,6,"se requiere notificar el hecho de que si no se compra un asiento, nada te assegura que puedas viajar."
19/03/2023 01:43,1,"Checar el sistema.Compre mi vuelo para el 19 de marzo y a la hora de hacer check in la fecha estaba para el 3 de abril. Me salió carísimo el boleto con el cambio de fecha"
19/03/2023 01:42,2,ASISTENCIA TELEFONICA
19/03/2023 00:10,4,"No se pudo realizar la compra con mi tarjeta de credito por temas de su plataforma, marque al banco y no hay ningun problema con mu tarjeta"
18/03/2023 22:08,0,EVITAR COBRAR POR CORRECIONES DE NOMBRE
18/03/2023 22:00,8,No pude pagar con mi tarjeta de creidto ya son varias veces.
18/03/2023 18:57,0,"esta pesimo la aplicacion, marca muchos errores y luego hablas para pedir ayuda y son muy groseros. no lo recomiendo para nada, pesismo servicio"
18/03/2023 18:24,8,Hice pago de TUA y incremento de maleta y no me aparece la maleta
18/03/2023 15:43,3,"decia que podia hacer cambios, pero enverdad el cambio de tarifa es muy costoso, adicionalmente marcando desde celular y telefono fijo a la linea8005189402 desde Bogota, con y sin el 601 dice que esta errado. el cambio de pasaje al final me salio muy costo"
18/03/2023 13:47,8,no se puede mandar por wasapp
18/03/2023 07:59,7,ES UN POCO CONFUSO
18/03/2023 05:34,8,mejirando instrucciones
18/03/2023 05:32,6,NO PASO MI TARJETA
18/03/2023 04:04,0,"solo edite nombres de pasajeros por error de dedo, no cambie de pasajero, no me hace sentido que eso tenga costo."
18/03/2023 01:01,8,Sería bueno que se especificaran las medidas de las maletas
18/03/2023 00:20,8,xyz
17/03/2023 21:53,5,ES DIFICIL SELECCIONAR LOS ASIENTOS (INCREIBLE QUE COBREN POR ESO)
17/03/2023 21:16,8,"VIA TELEFONICA ES UNA MUY MALA ATENCION POR PARTE DE SU PERSONALME QUERIAN HACER UN CARGO DE 3000 POR REALIZAR EL CAMBIO EN SU CALL CENTER"
17/03/2023 21:15,0,Me cobraron más de lo que debería
17/03/2023 21:09,5,"LOS COSTOS SE ELEVAN DEMASIADO AL CAMBIO DE ITINERARIOS, SUGIERO EN LOS HORARIOS PONER 19 HRS EN VEZ DE 7 PM HABEMOS GENTE QUE NOS CONFUNDIMOS Y NO LO LEIMOS BIEN, MEJOR PONER EL HORARIO COMPLETO"
17/03/2023 20:36,8,PORQUE AHORA TARDO UN POCO
17/03/2023 20:04,8,X
17/03/2023 18:29,8,Yo queria que agregaran el peso a los 10kg de la maleta permitida
17/03/2023 16:48,8,"QUE NO CANCELEN VUELOS  MUY SEGUIDO,GRACIAS"
17/03/2023 15:53,8,"miren, estoy tratando de agregar una carriola a mi equipaje, pero no quiero el ""paquete bebe"" solo la cariola y no aparece como opcion"
17/03/2023 09:44,6,"MENOS BLOQUEOS PRA PODER REALIZAR LOS PAGOS, DISMINUIR EL TIEMPO DE ESPERA EN LA LINEA DE ATENCION TELEFONICA DE VIVA AEROBUS"
17/03/2023 06:01,5,ME OBLIGARON A PAGAR ASIENTO...
17/03/2023 05:26,0,"TENIENDO MEJOR TIEMPO DE RESPUESTA EN SU CALL CENTER, 3 LLAMADAS DE MAS DE 40 MINUTOS, DICIENDO QUE ES IMPORTANTE LA LLAMADA Y QUE EL TIEMOPO DE ESPERA DE 15 SEGUNDOS DURANTE 20 MINUTOS EN CADA LLAMADA. AL PARECER EL DE RESISTENCIA EL PODER HABLAR CON USTEDES"
17/03/2023 05:03,8,"es un pocomconfuso a otras aerolineas pero ahi va, abruma tanto comercial de agregar beneficios al vuelo"
17/03/2023 04:56,8,"Algunos aspectos están confusos, recomendaría mas amigable el proceso"
17/03/2023 04:41,7,Tuve que hacerlo desde mi compu por que no se pudo de mi celular Samsung S22
17/03/2023 03:22,1,no aparecen los beneficios de pasar de una tarifa a una mejor cuando hago el cambio
17/03/2023 02:45,8,HACIENDO MAS FACIL LA INFORMACION
16/03/2023 23:37,6,Si ofrecen un seguro de reembolso que lo hagan valido
16/03/2023 22:44,7,no aplicar costos excesivos en las diferencias tarifarias por cambio de vuelo.
16/03/2023 21:37,4,.
16/03/2023 21:22,8,BIEN
16/03/2023 21:18,4,NO SOBREVENDAN VUELOS.
16/03/2023 19:57,8,"ser aun mas claro con los pagos como en seleccion de asientos, realmente no queria pagar 180 pesos por una seleccion, ponganme en donde sea"
16/03/2023 19:55,7,mejorar servicios de la pagina...
16/03/2023 19:09,8,llene todo el formulario y al final me dijo que ya esa tarifa no aplicaba
16/03/2023 17:48,5,"realmente tuve que agregar cargos extra para poder cambiar mi vuelo, y no deberia"
16/03/2023 16:47,7,"Hay cargos que no tiene explicación en especial en este caso que por cambio de nombre me dices que me cobrab 906.00 y al momento del pago son 1,050.00 por otro cargo que no se ha que se deben ni son explicados."
16/03/2023 16:11,8,"La aplicación móvil falla a la hora de pagar. en la página funciona bien.Gracias."
16/03/2023 16:07,5,No sirve su telefono y no permite hacer cambios parciales su WEB
16/03/2023 14:26,5,cofusa la paguina
16/03/2023 05:12,8,no me da la opcion de añadir a mi mascota de apoyo emocional
16/03/2023 04:20,7,"Por alguna razon, al intentar realizar el pago de cambio de vuelo, este se congela en firefox"
16/03/2023 03:38,8,"La forma de mejor es simple, si dice cambio gratuito, debería tenerlo y respetarlo, ya que, si son los mismos precios e inferiores, no se respeta ""el cambio gratuito""."
16/03/2023 01:56,8,SE ME HIZO UN POCO INCOMODO ENCONTRAR EL INICIO DEL PAGO
16/03/2023 01:25,5,Me marcó error varias veces
16/03/2023 00:19,2,menos anuncios
15/03/2023 23:51,0,UNA MIERDA PARA COMPRAR EQUIPAJE
15/03/2023 23:48,0,Pesimo servicio en su pagina web
15/03/2023 22:57,6,NADA INTUITIVO
15/03/2023 19:57,3,tiene varios errores en el flujo y tarda mucho en cargar la página
15/03/2023 19:00,2,no se pasen con los precios en los cambios
15/03/2023 18:50,0,es una mamada que cobren el TUA por aparte
